Object Name,RA(deg),DEC(deg),Velocity,Redshift,Distance,Best Mag,Abs Mag,Photometry/Distance Note,General Note,StarSub Spectrum Name,NED Name,AGC#,Source,RA_SDSS,Dec_SDSS,z_SDSS,plate,fiberID,URL,SDSS Raw Spectrum,specObjID,Nucl/extra,RA_HI,DEC_HI,RA_AA oc,DEC_AA oc,AA_cz,Name,HI position,OC position,HI FWHM,HI Flux,S/N,rms,AA Dist,HI Mass,Observed?,4M,MDM,Lick,Palomar,HET,Note,Spectrum Quality,EXP Time,,,,,,,,,,,
075126.19+140113.6,117.85915,14.02046,4678,0.015604,66.2695,14.028423,-20.078145,-,,,UGC 04060,4060,NED,,,,,,,,,,117.8591667,14.02222222,117.85875,14.02055556,4674,058-047,075126.2+140120,075126.1+140114,405( 10),5.60(0.12),25.7,2.41,68.6,9.79,MDM2009 N1 36,,MDM2009 N1 36,,,,,,,,,,,,,,,,,
162338.84+114710.4,245.91184,11.78624,4961,0.016548,76.3973,14.343839,-20.07155105,-,,t712363108617682944_ssub.fits,NGC 6132,10363,SDSS,245.91184,11.786243,0.0166149009019136,2530,97,http://das.sdss.org/spectro/1d_26/2530/1d/spSpec-53881-2530-097.fit,712363108617682944.fit,712363108617682944,n,245.9141667,11.78111111,245.91125,11.78611111,4962,N6132,162339.4+114652,162338.7+114710,340(  3),10.78(0.11),55.9,2.34,74.4,10.15,,,,,,,,,,,,,,,,,,,,
082034.74+043656.9,125.14475,4.61583,4550,0.015177,65.2058,14,-20.071431,NED 2MASS mag,,,2MASX J08203475+0436572,,NED,,,,,,,,,,,,,,,,,,,,,,,,MDM2009 N4 214,,MDM2009 N4 214,,,,,,,,,,,,,,,,,
114545.56+104928.5,176.43984,10.8246,3043,0.01015,47.8117,13.348463,-20.04920793,-,,t345314813611606016_ssub.fits,NGC 3869,,SDSS,176.43984,10.82457,0.0100681995972991,1226,324,http://das.sdss.org/spectro/1d_26/1226/1d/spSpec-52734-1226-324.fit,345314813611606016.fit,345314813611606016,n,,,,,,,,,,,,,,,,,,,,,pilot,,,,,,,,,,,,,
131239.86+123559.1,198.16612,12.59975,3362,0.011214,53.7423,13.622365,-20.029216,-,,,NGC 5020,8289,SDSS,198.16613,12.59976,0.0109609998762608,1697,386,http://das.sdss.org/spectro/1d_26/1697/1d/spSpec-53142-1697-386.fit,477891280249028608.fit,477891280249028608,e,198.1695833,12.60472222,198.16625,12.59944444,3363,N5020,131240.7+123617,131239.9+123558,221(  2),26.64(0.11),129,2.53,50.4,10.2,MDM2008 N1 48,,MDM2008 N1 48,,,,pilot,,,,,,,,,,,,,
091441.11+152743.0,138.6713,15.46196,4227,0.0141,62.3791,13.949796,-20.02539952,-,,t686468163742728192_ssub.fits,UGC 04873,,SDSS,138.6713,15.461958,0.0141695998609066,2438,422,http://das.sdss.org/spectro/1d_26/2438/1d/spSpec-54056-2438-422.fit,686468163742728192.fit,686468163742728192,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141231.71+131817.0,213.13215,13.304739,4265.801976,0.0142293,67.0415,14.108987,-20.02273161,-,,t480425843022102528_ssub.fits,,9092,SDSS,213.13215,13.304739,0.0142293004319072,1706,265,http://das.sdss.org/spectro/1d_26/1706/1d/spSpec-53442-1706-265.fit,480425843022102528.fit,480425843022102528,n,213.1295833,13.30583333,213.1320833,13.30444444,4275,N5505,141231.1+131821,141231.7+131816,243(  3),2.36(0.08),17.7,1.91,63.5,9.35,,,,,,,,,,,,,,,,,,,,
135824.78+060416.6,209.60329,6.07128,5188,0.017305,80.8488,14.544513,-19.99385489,-,,t509139443093864448_ssub.fits,NGC 5387,8891,SDSS,209.60326,6.0712686,0.0174496006220579,1808,251,http://das.sdss.org/spectro/1d_26/1808/1d/spSpec-54176-1808-251.fit,509139443093864448.fit,509139443093864448,n,209.60375,6.066666667,209.6029167,6.070277778,5213,N5387,135824.9+060400,135824.7+060413,361(  2),7.65(0.11),37.9,2.38,76.2,10.02,,,,,,,,,,,,,,,,,,,,
160413.42+134438.4,241.05594,13.74402,3368,0.011234,54.0939,13.676223,-19.989518,-,,,IC 1169,,NED,,,,,,,,,,,,,,,,,,,,,,,,Lick2009mar N1 44,,,Lick2009mar N1 44,,,,,,,,,,,,,,,,
153829.97+121111.7,234.62488,12.18661,1957,0.006527,33.8278,12.663404,-19.982965,-,,,NGC 5970,9943,SDSS,234.62479,12.18661,0.00610702019184828,2516,321,http://das.sdss.org/spectro/1d_26/2516/1d/spSpec-54240-2516-321.fit,708424001776517120.fit,708424001776517120,e,234.6245833,12.18916667,234.625,12.18611111,1955,N5970,153829.9+121121,153830.0+121110,314(  2),21.12(0.11),105.9,2.51,31.8,9.7,MDM2009 N6 372,,MDM2009 N6 372,,,,,,,,,,,,,,,,,
154946.94+122357.6,237.44559,12.39934,4398,0.01467,68.7737,14.214397,-19.97271495,-,,t709269843274104832_ssub.fits,IC 1141,10051,SDSS,237.44559,12.399336,0.0146941998973489,2519,137,http://das.sdss.org/spectro/1d_26/2519/1d/spSpec-54570-2519-137.fit,709269843274104832.fit,709269843274104832,n,237.4520833,12.39527778,237.4458333,12.39916667,4394,I1141,154948.5+122343,154947.0+122357,190( 13),2.56(0.08),19,2.18,66.1,9.42,,,,,,,,,,,,,,,,,,,,
160119.97+085009.3,240.33325,8.83594,5027,0.016768,77.2389,14.497895,-19.9412854,-,,t486617374233985024_ssub.fits,UGC 10130,10130,SDSS,240.33325,8.8359446,0.0167580004781485,1728,467,http://das.sdss.org/spectro/1d_26/1728/1d/spSpec-53228-1728-467.fit,486617374233985024.fit,486617374233985024,n,240.3379167,8.833888889,240.3333333,8.835277778,5027,079-021,160121.1+085002,160120.0+085007,322(  4),3.80(0.11),19.7,2.4,74.8,9.7,,,,,,,,B+,3120,,,,,,,,,,,
135822.33+062020.7,209.59307,6.3391,4289,0.014307,67.4465,14.213545,-19.931252,-,,,NGC 5386,8890,NED,,,,,,,,,,209.5941667,6.339722222,209.5929167,6.338611111,4299,N5386,135822.6+062023,135822.3+062019,383(  9),1.56(0.10),8.7,2.06,63.3,9.17,MDM2009 N 230,,MDM2009 N 230,,,,,,,,,,,,,,,,,
154832.59+083516.5,237.13583,8.58793,4300,0.014343,67.4554,14.214949,-19.93013461,-,,t486054032754868224_ssub.fits,IC 1137,252329,SDSS,237.13583,8.5879281,0.0143595999106765,1726,304,http://das.sdss.org/spectro/1d_26/1726/1d/spSpec-53137-1726-304.fit,486054032754868224.fit,486054032754868224,n,237.1354167,8.589444444,237.1358333,8.5875,4298,I1137,154832.5+083522,154832.6+083515,172( 11),2.41(0.09),15.2,2.71,64.4,9.37,,,,,,,,,,,,,,,,,,,,
140708.19+123517.1,211.78415,12.58809,4743,0.015821,72.4438,14.383775,-19.91623111,-,,t479861758438146048_ssub.fits,CGCG 074-112,,SDSS,211.7842,12.58823,0.0155156999826431,1704,84,http://das.sdss.org/spectro/1d_26/1704/1d/spSpec-53178-1704-084.fit,479861758438146048.fit,479861758438146048,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143032.54+140127.9,217.63562,14.024417,5138.790124,0.017141299,79.1692,14.586514,-19.90626728,-,,t773444690518212608_ssub.fits,,9330,SDSS,217.63562,14.024417,0.0171412993222475,2747,127,http://das.sdss.org/spectro/1d_26/2747/1d/spSpec-54233-2747-127.fit,773444690518212608.fit,773444690518212608,n,217.64,14.02694444,217.6358333,14.02416667,5129,N5648,143033.6+140137,143032.6+140127,207(  4),4.45(0.09),29.7,2.32,75.8,9.78,,,,,,,,,,,,,,,,,,,,
084239.80+141708.2,130.66585,14.28562,2060,0.006871,31.5998,12.613029,-19.885393,-,companion,,NGC 2648,4541,NED,,,,,,,,,,130.6825,14.28027778,130.6654167,14.28527778,2064,N2648,084243.8+141649,084239.7+141707,390(  5),4.58(0.15),16.1,3.21,31.9,9.04,HFS,,,,,,,,,,,,,,,,,,,
160758.36+104646.5,241.99317,10.779589,4894.041798,0.0163249,75.3484,14.502597,-19.88277317,-,,t711240220925755392_ssub.fits,,10218,SDSS,241.99317,10.779589,0.0163249000906944,2526,441,http://das.sdss.org/spectro/1d_26/2526/1d/spSpec-54582-2526-441.fit,711240220925755392.fit,711240220925755392,n,241.9925,10.78333333,241.9929167,10.77916667,4885,I1196,160758.2+104700,160758.3+104645,310(  5),5.00(0.11),24.8,2.56,73,9.8,,,,,,,,,,,,,,,,,,,,
092547.33+112528.4,141.44721,11.42458,3783,0.012619,56.0156,13.875917,-19.87,-,,t489994309894930432_ssub.fits,NGC 2874,5021,SDSS,141.44721,11.424577,0.0125729003921151,1740,573,http://das.sdss.org/spectro/1d_26/1740/1d/spSpec-53050-1740-573.fit,489994309894930432.fit,489994309894930432,n,141.4508333,11.42611111,141.4470833,11.425,3783,N2874/75,092548.2+112534,092547.3+112530,404(  4),4.16(0.11),20,2.3,56.9,9.5,,,,,,,,,,,,,,,,,,,,
140234.20+143309.1,210.64253,14.55254,4064,0.013556,63.8556,14.176041,-19.84995395,-,,t479861759633522688_ssub.fits,IC 0970,,SDSS,210.64253,14.552544,0.013493400067091,1704,369,http://das.sdss.org/spectro/1d_26/1704/1d/spSpec-53178-1704-369.fit,479861759633522688.fit,479861759633522688,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140601.22+124659.9,211.50509,12.78332,5283,0.017621,81.1951,14.709134,-19.838515,-,,,SDSS J140601.19+124709.2,,SDSS,211.50509,12.78332,0.0176190007477999,1704,133,http://das.sdss.org/spectro/1d_26/1704/1d/spSpec-53178-1704-133.fit,479861758643666944.fit,479861758643666944,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143911.08+052148.5,219.79617,5.36348,1505,0.00502,26.6377,12.294047,-19.833437,-,,,NGC 5701,9436,NED,,,,,,,,,,219.79625,5.368611111,219.7958333,5.363055556,1505,N5701,143911.1+052207,143911.0+052147,120(  2),64.59(0.14),283.3,4.63,25,9.98,HFS,,,,,,,,,,,,,,,,,,,
084515.81+093843.8,131.31588,9.6455,4141,0.013813,60.2092,14.075172,-19.823142,-,,,NGC 2657,4573,NED,,,,,,,,,,131.3175,9.647777778,131.3154167,9.645833333,4139,N2657,084516.2+093852,084515.7+093845,182(  2),8.41(0.09),58.1,2.39,61.9,9.88,MDM2009 N1 57,,MDM2009 N1 57,,,,,,,,,,,,,,,,,
100453.90+050345.5,151.22461,5.06264,3995,0.013326,59.5093,14.059676,-19.81324821,-,,t161509897400221696_ssub.fits,UGC 05432,,SDSS,151.22462,5.0626338,0.0132245998829603,573,377,http://das.sdss.org/spectro/1d_26/0573/1d/spSpec-52325-0573-377.fit,161509897400221696.fit,161509897400221696,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
080325.52+100301.9,120.85637,10.05053,4503,0.01502,65.2075,14.270366,-19.80112175,-,,t680837537501020160_ssub.fits,UGC 04197,4197,SDSS,120.85637,10.05053,0.0152620999142528,2418,82,http://das.sdss.org/spectro/1d_26/2418/1d/spSpec-53794-2418-082.fit,680837537501020160.fit,680837537501020160,n,120.86125,10.04666667,120.8566667,10.05027778,4589,059-028,080326.7+100248,080325.6+100301,453( 17),2.73(0.20),7.1,3.81,67.9,9.47,,,,,,,,,,,,,,,,,,,,
080405.85+050649.8,121.02439,5.11384,4046,0.013496,57.9598,14.015767,-19.799867,-,companion,,Mrk 1210,4203,NED,,,,,,,,,,121.0304167,5.110555556,121.0241667,5.113611111,4049,031-036,080407.3+050638,080405.8+050649,40(  7),2.10(0.06),32,2.28,60.7,9.26,MDM2010 N5 255,,MDM2010 N5 255,,,,,,,,,,,,,,,,,
135813.99+052429.8,209.55832,5.40828,4278,0.01427,67.1523,14.33553,-19.79977446,-,,t241167376530276352_ssub.fits,IC 0966,8884,SDSS,209.55832,5.4082956,0.0142590003088117,856,518,http://das.sdss.org/spectro/1d_26/0856/1d/spSpec-52339-0856-518.fit,241167376530276352.fit,241167376530276352,n,209.5616667,5.416388889,209.5583333,5.408055556,4277,I 966,135814.8+052459,135814.0+052429,265(  7),3.37(0.10),20,2.32,62.9,9.5,,,,,,,,,,,,,,,,,,,,
113421.24+153937.4,173.58853,15.660405,5220.123107,0.017412599,78.4733,14.675372,-19.79823758,-,,t494217876614414336_ssub.fits,,210460,SDSS,173.58853,15.660405,0.0174125991761684,1755,325,http://das.sdss.org/spectro/1d_26/1755/1d/spSpec-53386-1755-325.fit,494217876614414336.fit,494217876614414336,n,173.5879167,15.66083333,173.5883333,15.66027778,5191,097-012,113421.1+153939,113421.2+153937,315(  9),8.43(0.08),57.1,1.86,76.4,10.06,,,,,,,pilot,,,,,,,,,,,,,
105117.74+135645.5,162.82393,13.94599,3035,0.010124,47.4213,13.584829,-19.795038,-,,,NGC 3419,5964,NED,,,,,,,,,,162.8283333,13.95694444,162.8241667,13.94555556,3072,N3419,105118.8+135725,105117.8+135644,253(  4),4.44(0.07),34.5,1.8,46.6,9.36,Lick2008 N2 70,,,Lick2008 N2 70,,,pilot,,,,,,,,,,,,,
115557.20+064456.1,178.98836,6.74894,2497,0.008329,40.1208,13.226943,-19.789905,-,,,NGC 3976,6906,NED,,,,,,,,,,178.9895833,6.750833333,178.98875,6.749166667,2495,N3976,115557.5+064503,115557.3+064457,424(  3),47.00(0.14),187.4,2.64,31.3,10.04,HFS,,,,,,,,,,,,,,,,,,,
080658.62+080014.1,121.74428,8.00394,4603,0.015354,65.6054,14.303145,-19.781553,-,,,NGC 2526,4231,SDSS,121.74427,8.00394,0.0149235995486379,2570,183,http://das.sdss.org/spectro/1d_26/2570/1d/spSpec-54081-2570-183.fit,723622967040278528.fit,723622967040278528,e,121.7425,8.006388889,121.7441667,8.003611111,4602,N2526,080658.2+080023,080658.6+080013,338(  3),7.75(0.09),46.6,2.02,68.2,9.93,MDM2009 N2 142,,MDM2009 N2 142,,,,,,,,,,,,,,,,,
080356.38+084158.7,120.98492,8.69964,4977,0.0166,70.8486,14.484571,-19.76708536,-,,t681120494291779584_ssub.fits,MRK 1208,180018,SDSS,120.98491,8.6995924,0.016652399674058,2419,94,http://das.sdss.org/spectro/1d_26/2419/1d/spSpec-54139-2419-094.fit,681120494291779584.fit,681120494291779584,n,120.9875,8.7,120.9841667,8.699722222,4965,MK1208,080357.0+084200,080356.2+084159,113(  8),6.63(0.10),50.1,2.77,73.1,9.92,,,,,,,,,,,,,,,,,,,,
093807.88+093126.1,144.53287,9.52392,3339,0.011138,50.4091,13.745556,-19.76698872,-,,t367270974887821312_ssub.fits,NGC 2939,5134,SDSS,144.53289,9.5239211,0.0111693004146218,1304,490,http://das.sdss.org/spectro/1d_26/1304/1d/spSpec-52993-1304-490.fit,367270974887821312.fit,367270974887821312,n,144.5304167,9.526388889,144.5329167,9.523055556,3339,N2939,093807.3+093135,093807.9+093123,341(  3),22.10(0.09),130.5,2.05,50.7,10.13,,,,,,,,,,,,,,,,,,,,
111356.50+121803.8,168.48542,12.30106,3249,0.010839,50.892,13.776272,-19.75697559,-,,t451713833241673728_ssub.fits,IC 0677,6262,SDSS,168.48542,12.301081,0.0108844004571438,1604,554,http://das.sdss.org/spectro/1d_26/1604/1d/spSpec-53078-1604-554.fit,451713833241673728.fit,451713833241673728,n,168.4879167,12.30111111,168.48625,12.30083333,3249,I 677,111357.1+121804,111356.7+121803,287(  4),6.56(0.09),42.3,2.05,49,9.57,,,,,,,pilot,,,,,,,,,,,,,
085555.40+131346.8,133.98084,13.22969,4086,0.013629,59.5842,14.134365,-19.74129056,-,,t685059774395449344_ssub.fits,UGC 04670,4670,SDSS,133.98084,13.229685,0.0135978003963828,2433,219,http://das.sdss.org/spectro/1d_26/2433/1d/spSpec-53820-2433-219.fit,685059774395449344.fit,685059774395449344,n,133.9891667,13.23388889,133.9808333,13.22944444,4135,061-022,085557.4+131402,085555.4+131346,333(  9),1.88(0.10),9.7,2.37,61.7,9.23,,,,,,,,,,,,,,,,,,,,
155729.77+155221.4,239.37406,15.87262,5218,0.017405,79.708,14.766274,-19.741236,-,,,NGC 6018,10101,NED,,,,,,,,,,239.3758333,15.87722222,239.37375,15.87222222,5161,N6018,155730.2+155238,155729.7+155220,222( 52),1.15(0.08),7.9,2.2,77.1,9.21,MDM2009 N6 384,,MDM2009 N6 384,,,,,,,,,,,,,,,,,
080037.51+134150.4,120.15632,13.69735,4590,0.015311,64.9908,14.325519,-19.73874041,-,,t637489909820555264_ssub.fits,CGCG 059-013,,SDSS,120.15632,13.697345,0.0152495000511408,2264,27,http://das.sdss.org/spectro/1d_26/2264/1d/spSpec-53682-2264-027.fit,637489909820555264.fit,637489909820555264,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
094541.47+045630.6,146.4228,4.94185,3742,0.012482,55.9851,14.004754,-19.735608,-,,,NGC 2987,5220,NED,,,,,,,,,,146.4245833,4.939722222,146.4220833,4.942222222,3741,N2987,094541.9+045623,094541.3+045632,334(  7),6.43(0.12),29.9,2.63,56.6,9.69,MDM2009 N2 164,,MDM2009 N2 164,,,,,,,,,,,,,,,,,
140437.95+113844.6,211.15813,11.64575,4609,0.015374,71.8952,14.547977,-19.73552248,-,,t479582952343207936_ssub.fits,CGCG 074-081,240051,SDSS,211.15812,11.645751,0.0154104996472597,1703,491,http://das.sdss.org/spectro/1d_26/1703/1d/spSpec-53799-1703-491.fit,479582952343207936.fit,479582952343207936,n,211.1608333,11.65,211.1583333,11.64583333,4626,074-081,140438.6+113900,140438.0+113845,172(  3),3.24(0.08),24,2.3,68.3,9.55,,,,,,,,,,,,,,,,,,,,
092050.74+131128.1,140.21144,13.19114,5062,0.016885,72.9541,14.581191,-19.73405752,-,,t725593314505523200_ssub.fits,CGCG 062-022,,SDSS,140.21144,13.191141,0.0167228002101183,2577,458,http://das.sdss.org/spectro/1d_26/2577/1d/spSpec-54086-2577-458.fit,725593314505523200.fit,725593314505523200,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
081936.96+043925.9,124.90404,4.65722,4126,0.013763,59.4,14.14,-19.728932,NED mag,,,NGC 2561,4336,NED,,,,,,,,,,124.9066667,4.653055556,124.90375,4.656944444,4119,N2561,081937.6+043911,081936.9+043925,333( 13),3.23(0.10),17.4,2.27,61.8,9.46,MDM2009 N4 200,,MDM2009 N4 200,,,,,,,,,,,,,,,,,
080154.11+093733.0,120.47549,9.62586,4793,0.015988,67.0542,14.407787,-19.72434293,-,,t681120495885615104_ssub.fits,CGCG 059-019,170317,SDSS,120.47549,9.6258614,0.0157290007919073,2419,474,http://das.sdss.org/spectro/1d_26/2419/1d/spSpec-54139-2419-474.fit,681120495885615104.fit,681120495885615104,n,120.4658333,9.6425,120.4754167,9.625555556,4726,059-019,080151.8+093833,080154.1+093732,120(  5),0.87(0.06),8.2,2.14,69.8,9,,,,,,,,,,,,,,,,,,,,
111045.21+120058.1,167.68838,12.01614,3250,0.010841,50.9467,13.855383,-19.68019729,-,,t451713832910323712_ssub.fits,NGC 3559,6217,SDSS,167.68838,12.016143,0.0108663998544216,1604,475,http://das.sdss.org/spectro/1d_26/1604/1d/spSpec-53078-1604-475.fit,451713832910323712.fit,451713832910323712,n,167.6870833,12.01611111,167.6883333,12.01555556,3245,N3559,111044.9+120058,111045.2+120056,212(  7),5.78(0.08),41.1,2.15,49,9.51,,,,,,,pilot,,,,,,,,,,,,,
114952.12+064003.8,177.46718,6.66774,5121,0.017082,78.1444,14.787489,-19.6770003,-,,t456500216044978176_ssub.fits,CGCG 040-047,211340,SDSS,177.46718,6.6677416,0.0171534009277821,1621,133,http://das.sdss.org/spectro/1d_26/1621/1d/spSpec-53383-1621-133.fit,456500216044978176.fit,456500216044978176,n,177.4675,6.662777778,177.4670833,6.667777778,5128,040-047,114952.2+063946,114952.1+064004,288(  4),1.68(0.10),9.5,2.33,75.3,9.35,,,,,,,,,,,,,,,,,,,,
162252.04+112215.6,245.71686,11.371011,4910.020483,0.0163782,75.3813,14.713151,-19.67316711,-,,t712647552389873664_ssub.fits,,,SDSS,245.71686,11.371011,0.0163781996816397,2531,329,http://das.sdss.org/spectro/1d_26/2531/1d/spSpec-54572-2531-329.fit,712647552389873664.fit,712647552389873664,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105203.87+100853.9,163.01613,10.14831,2720,0.009073,42.7076,13.495448,-19.65707783,-,,t812289372538798080_ssub.fits,NGC 3433,5981,SDSS,163.01613,10.148311,0.00903993006795645,2885,452,http://das.sdss.org/spectro/1d_26/2885/1d/spSpec-54497-2885-452.fit,812289372538798080.fit,812289372538798080,n,163.01375,10.14777778,163.01625,10.14861111,2722,N3433,105203.3+100852,105203.9+100855,256(  1),28.15(0.12),123.3,2.82,41.6,10.06,,,,,,,pilot,,,,,,,,,,,,,
160725.10+102532.9,241.85459,10.42581,4997,0.016668,76.9019,14.779288,-19.65039735,-,,t711240221089333248_ssub.fits,UGC 10213,10213,SDSS,241.85459,10.425806,0.016686700284481,2526,480,http://das.sdss.org/spectro/1d_26/2526/1d/spSpec-54582-2526-480.fit,711240221089333248.fit,711240221089333248,n,241.8554167,10.42277778,241.8545833,10.42527778,4996,079-050,160725.3+102522,160725.1+102531,248(  3),2.97(0.10),16.9,2.5,74.5,9.59,,,,,,,,,,,,,,,,,,,,
162646.68+113448.9,246.69451,11.58027,4966,0.016565,75.9118,14.763434,-19.63811245,-,,t712647553417478144_ssub.fits,UGC 10384,10384,SDSS,246.69451,11.580274,0.0165093000978231,2531,574,http://das.sdss.org/spectro/1d_26/2531/1d/spSpec-54572-2531-574.fit,712647553417478144.fit,712647553417478144,n,246.6954167,11.57916667,246.6941667,11.58027778,4967,080-031,162646.9+113445,162646.6+113449,361(  5),9.41(0.18),28.7,3.85,74.4,10.09,,,,,,,,,,,,,,,,,,,,
093402.78+100631.3,143.51159,10.108707,3154.780013,0.0105233,47.6093,13.75551,-19.63294898,-,,t367270974531305472_ssub.fits,,,SDSS,143.51159,10.108707,0.0105232996866107,1304,405,http://das.sdss.org/spectro/1d_26/1304/1d/spSpec-52993-1304-405.fit,367270974531305472.fit,367270974531305472,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
095856.27+142507.6,149.7345,14.41878,3582,0.011948,54.1346,14.040599,-19.626776,-,,,,5360,ALFALFA,,,,,,,,,,149.72875,14.41777778,149.7345833,14.41833333,3584,N3075,095854.9+142504,095856.3+142506,269(  3),16.34(0.10),93.9,2.37,54,10.05,MDM2009 N4 220,,MDM2009 N4 220,,,,pilot,,,,,,,,,,,,,
144142.95+055709.9,220.42897,5.95276,4594,0.015324,71.9325,14.658867,-19.62575877,-,,t514766055470530560_ssub.fits,UGC 09471,9471,SDSS,220.42897,5.9527558,0.015306799672544,1828,27,http://das.sdss.org/spectro/1d_26/1828/1d/spSpec-53504-1828-027.fit,514766055470530560.fit,514766055470530560,n,220.4283333,5.95,220.4291667,5.952222222,4601,047-144,144142.8+055700,144143.0+055708,231(  5),5.11(0.09),33.4,2.25,67.7,9.74,,,,,,,,,,,,,,,,,,,,
100125.94+154612.2,150.35809,15.77007,2404,0.008019,37.8484,13.276364,-19.613874,-,,,NGC 3094,5390,NED,,,,,,,,,,150.3620833,15.775,150.3583333,15.76972222,2405,N3094,100126.9+154630,100126.0+154611,240(  3),12.42(0.09),75.4,2.37,44.7,9.77,MDM2009 N4 222,,MDM2009 N4 222,,,,pilot,,,,,,,,,,,,,
081741.70+043636.0,124.42375,4.61,4220,0.014076,60.6399,14.3,-19.613792,"NED mag, doesn't look right",,,UGC 04316,4316,NED,,,,,,,,,,124.4295833,4.608611111,124.42375,4.61,4221,031-074,081743.1+043631,081741.7+043636,42(  2),6.21(0.05),91,2.31,63.2,9.77,"4M2010 N1 25, 26; MDM2009 N4 216; MDM2009 N6 334; MDM2010 N5 268,269,270","4M2010 N1 25, 26","MDM2009 N4 216; MDM2009 N6 334; MDM2010 N5 268,269,270",,,,,,,,,,,,,,,,,
094936.99+090018.7,147.40414,9.00521,5207,0.01737,76.2646,14.808506,-19.60310898,-,,t367833936694345728_ssub.fits,CGCG 063-074,190531,SDSS,147.40414,9.0052061,0.0173601992428303,1306,244,http://das.sdss.org/spectro/1d_26/1306/1d/spSpec-52996-1306-244.fit,367833936694345728.fit,367833936694345728,n,147.4058333,9.008333333,147.40375,9.005555556,5235,063-074,094937.4+090030,094936.9+090020,299( 32),2.14(0.10),13.5,2.05,77.3,9.48,,,,,,,,,,,,,,,,,,,,
155830.61+135957.0,239.62758,13.999187,4938.770388,0.0164741,75.9554,14.802462,-19.60033128,-,,t710114269517053952_ssub.fits,,,SDSS,239.62758,13.999187,0.016474099829793,2522,450,http://das.sdss.org/spectro/1d_26/2522/1d/spSpec-54570-2522-450.fit,710114269517053952.fit,710114269517053952,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131310.05+094126.0,198.29191,9.69058,4035,0.013459,63.466,14.413247,-19.599459,-,,,UGC 08296,8296,NED,,,,,,,,,,198.2970833,9.6925,198.2920833,9.69,3989,072-025a,131311.3+094133,131310.1+094124,459( 12),3.99(0.14),15.6,2.49,59,9.52,MDM2009 N1 81,,MDM2009 N1 81,,,,,,,,,,,,,,,,,
140435.96+152822.0,211.14984,15.472788,5115.077008,0.0170622,78.7525,14.885473,-19.59584875,-,,t772600432844341248_ssub.fits,,,SDSS,211.14984,15.472788,0.0170622002333403,2744,68,http://das.sdss.org/spectro/1d_26/2744/1d/spSpec-54272-2744-068.fit,772600432844341248.fit,772600432844341248,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160712.99+075844.3,241.80415,7.97899,2848,0.0095,46.5494,13.747035,-19.59253544,-,,t487181482838720512_ssub.fits,NGC 6063,10210,SDSS,241.80415,7.9789879,0.00953351985663176,1730,231,http://das.sdss.org/spectro/1d_26/1730/1d/spSpec-53498-1730-231.fit,487181482838720512.fit,487181482838720512,n,241.8041667,7.979444444,241.8041667,7.978611111,2848,N6063,160713.0+075846,160713.0+075843,275(  2),8.45(0.09),54.7,2.08,37.5,9.45,,,,,,,,B,,,,,,,,,,,,
080210.68+092909.5,120.5445,9.48599,4023,0.013419,57.2253,14.214085,-19.57385539,-,,t681120494874787840_ssub.fits,NGC 2510,,SDSS,120.5445,9.485985,0.0133106997236609,2419,233,http://das.sdss.org/spectro/1d_26/2419/1d/spSpec-54139-2419-233.fit,681120494874787840.fit,681120494874787840,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140811.34+054841.6,212.04729,5.81156,5208,0.017371,80.4175,14.954149,-19.57260384,-,,t513921631727386624_ssub.fits,CGCG 046-056,,SDSS,212.04729,5.8115582,0.017357500270009,1825,310,http://das.sdss.org/spectro/1d_26/1825/1d/spSpec-53504-1825-310.fit,513921631727386624.fit,513921631727386624,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142230.77+111817.5,215.62824,11.30488,4977,0.016601,76.3571,14.845318,-19.56892913,-,,t480709221512380416_ssub.fits,CGCG 075-021,240301,SDSS,215.62824,11.304878,0.0164340995252132,1707,466,http://das.sdss.org/spectro/1d_26/1707/1d/spSpec-53885-1707-466.fit,480709221512380416.fit,480709221512380416,n,215.6266667,11.31277778,215.6279167,11.30472222,4946,075-021,142230.4+111846,142230.7+111817,498(  4),2.96(0.12),11.6,2.3,72.9,9.57,,,,,,,,,,,,,,,,,,,,
